Isolate Rep,Isolate.Name,95%OTU,99%OTU,Total Arnold isolates,Total Blast Hits,Arnold North America,"USA, Canada",Arnold South and Central America,"Mexico, S. & C.  America",Arnold Europe,Europe,Arnold Asia,Asia,Arnold Other,Other,Arnold Angiospermae,Angiospermae,Arnold Gymnosperm,"""Gymnosperm""",Arnold Seed-free vascular plants,Seed-free vascular plants,Arnold non-vascular plants,Non-vascular plants,Arnold Lichen,Lichen ,Arnold Living leaves/stem,Living leaves/stem,Arnold Senescent Leaves,Senescent Leaves,Arnold Leaf Litter,Leaf Litter,"Arnold Wood, bark","Wood, bark",Arnold Root,Root,Arnold Seed,Seed,Arnold Soil,Soil,Arnold insect-associated,Insect-associated,"Arnold Fruit, inflorescence","Fruit, inflorescence"
FL1255,FL1255,194,273,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0821,FL0821,199,278,5,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0226,AK0226,200,360,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0255,FL0255,209,64,67,0,67,0,0,0,0,0,0,0,0,0,11,0,8,0,1,0,11,0,36,0,19,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0980,FL0980,212,369,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC0608,NC0608,214,282,43,24,43,5,0,2,0,8,0,9,0,0,11,15,3,5,0,0,3,3,26,0,6,14,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
NC0597,NC0597,216,67,40,1,40,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4,0,33,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1042,FL1042,218,372,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0455,FL0455,221,69,19,2,19,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1857,FL1857,233,77,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ0048,AZ0048,234,78,136,49,136,35,0,6,0,6,0,0,0,0,0,6,10,35,1,1,10,4,115,1,11,24,5,0,5,0,0,6,0,1,0,0,0,0,0,0,0,0
AZ0703,AZ0703,234,78,136,49,136,35,0,6,0,6,0,0,0,0,0,6,10,35,1,1,10,4,115,1,11,24,5,0,5,0,0,6,0,1,0,0,0,0,0,0,0,0
FL0915,FL0915,239,379,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC1011,NC1011,244,286,217,24,217,0,0,16,0,0,0,4,0,0,9,21,23,1,0,0,11,0,174,2,31,17,5,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0
FL1408,FL1408,252,385,6,49,6,1,0,13,0,0,0,16,0,3,0,24,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0
FL0602,FL0602,253,85,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL2044,FL2044,254,86,24,0,24,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,17,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0961,FL0961,259,355,31,0,31,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,3,0,20,0,6,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1025,FL1025,260,389,12,7,12,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0609,FL0609,261,88,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1777,FL1777,264,90,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0359,FL0359,266,196,12,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,8,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Annubove,Annubove,74,22,1,3,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annucoha,Annucoha,250,161,1,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annumori1,Annumori1,122,149,1,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Annumori2,Annumori2,124,152,1,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Annunite1,Annunite1,77,377,1,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Annunite2,Annunite2,235,376,1,18,0,1,0,2,0,0,1,12,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Astrbamb,Astrbamb,219,154,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astrmira,Astrmira,151,253,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astrsubl,Astrsubl,238,190,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biscance,Biscance,133,339,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biscmarg,Biscmarg,107,226,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Biscnumm,Biscnumm,114,236,1,15,0,0,0,0,1,11,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Camitinc,Camitinc,135,160,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Daldbamb2,Daldbamb2,252,137,1,4,0,0,0,0,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daldcald2,Daldcald2,146,250,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daldchil2,Daldchil2,31,364,1,25,0,2,0,0,1,7,0,8,0,0,0,11,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0
Daldclav,Daldclav,252,317,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Daldconc1,Daldconc1,171,260,1,37,0,0,0,0,0,23,1,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0
Dalddeci,Dalddeci,31,63,1,4,0,0,0,0,1,4,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daldfiss1,Daldfiss1,32,91,1,15,0,1,0,1,1,9,0,2,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
Daldfiss2,Daldfiss2,31,294,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daldlocu2,Daldlocu2,31,108,1,2,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Daldpetr,Daldpetr,32,33,1,9,1,0,0,0,0,7,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Daldpetr2,Daldpetr2,31,63,1,8,0,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Entomamm,Entomamm,25,281,1,3,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypoatro,Hypoatro,35,395,1,6,0,4,0,1,1,0,0,1,0,0,1,2,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hypocerc,Hypocerc,99,43,1,4,0,0,0,1,1,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Hypocinn1,Hypocinn1,177,265,1,9,0,1,1,2,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Hypocroc1,Hypocroc1,140,342,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypofend1,Hypofend1,191,177,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypofend2,Hypofend2,190,176,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypofrag2,Hypofrag2,204,60,1,52,0,1,0,0,1,44,0,0,0,0,1,46,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1
Hypofusc2,Hypofusc2,46,116,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypofusm2,Hypofusm2,130,157,1,5,1,4,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypohaem3,Hypohaem3,87,131,1,14,0,0,0,2,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Hypohowe,Hypohowe,204,113,1,2,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Hypohypo,Hypohypo,256,354,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypoinve,Hypoinve,92,133,1,10,0,0,0,0,0,0,1,9,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypojeco,Hypojeco,103,326,1,2,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypoleno1,Hypoleno1,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hypoleno2,Hypoleno2,4,1,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hypomont2,Hypomont2,241,380,1,7,0,0,0,3,0,1,1,1,0,1,0,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hypomunk,Hypomunk,202,276,1,25,0,0,0,10,0,1,1,8,0,1,0,14,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0
Hyponota,Hyponota,251,172,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypopoly1,Hypopoly1,106,235,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hypopoly2,Hypopoly2,106,234,1,10,0,1,0,4,0,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
Hyporick,Hyporick,65,49,1,8,0,0,1,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Hyporubig,Hyporubig,236,285,1,14,0,0,0,1,1,8,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Hypotici,Hypotici,265,92,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypotrug1,Hypotrug1,205,182,1,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypotrug2,Hypotrug2,205,181,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypovino,Hypovino,44,211,1,3,0,0,0,0,0,0,1,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kretclav,Kretclav,148,125,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kretdeus,Kretdeus,161,258,1,8,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
Kretpavi,Kretpavi,67,158,1,8,0,0,0,4,0,0,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemaabor,Nemaabor,163,46,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemabipa,Nemabipa,21,6,1,14,0,0,0,0,0,0,1,11,0,0,0,2,0,0,0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nemadiff2,Nemadiff2,94,256,1,10,0,0,0,0,0,0,1,10,0,0,1,7,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Nemaplum,Nemaplum,76,39,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
