Isolate Rep,Isolate.Name,95%OTU,99%OTU,Total Arnold isolates,Total Blast Hits,Arnold North America,"USA, Canada",Arnold South and Central America,"Mexico, S. & C.  America",Arnold Europe,Europe,Arnold Asia,Asia,Arnold Other,Other,Arnold Angiospermae,Angiospermae,Arnold Gymnosperm,"""Gymnosperm""",Arnold Seed-free vascular plants,Seed-free vascular plants,Arnold non-vascular plants,Non-vascular plants,Arnold Lichen,Lichen ,Arnold Living leaves/stem,Living leaves/stem,Arnold Senescent Leaves,Senescent Leaves,Arnold Leaf Litter,Leaf Litter,"Arnold Wood, bark","Wood, bark",Arnold Root,Root,Arnold Seed,Seed,Arnold Soil,Soil,Arnold insect-associated,Insect-associated,"Arnold Fruit, inflorescence","Fruit, inflorescence"
Bisclati2,Biscogniauxia latirima YMJ 90080703,NA,.,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biscmedi,Biscogniauxia mediterranea,NA,.,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biscphil,Biscogniauxia philippinensis var. microspora,NA,.,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biscunia,Biscogniauxia uniapiculata,NA,.,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daldbamb1,Daldinia bambusicola 107,NA,.,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daldcald1,Daldinia caldariorum 104,NA,.,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daldcald3,Daldinia caldariorum YMJ 263,NA,.,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daldchil1,Daldinia childiae 91010202,NA,.,1,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daldchil3,Daldinia childiae YJM 252,NA,.,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daldclav2,Daldinia theissenii YMJ 106,NA,.,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalddeci2,Daldinia decipiens YMJ 185,NA,.,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daldesch,Daldinia eschscholzii 101,NA,.,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daldesch2,Daldinia eschscholzii YMJ 264,NA,.,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daldsing,Daldinia singularis,NA,.,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daldsp,Daldinia sp.,NA,.,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hadrpyre,Hadrotrichum pyrenaicum,NA,.,1,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypoanth,Hypoxylon anthochroum,NA,.,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypobega,Hypoxylon begae,NA,.,1,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypobrev,Hypoxylon brevisporum,NA,.,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypocarn,Hypoxylon carneum,NA,.,1,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypocerc2,Hypoxylon cercidicola YMJ 315,NA,.,1,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypofusc,Hypoxylon fuscum 77,NA,.,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypomont,Hypoxylon monticulosum HK AT PTC-015,NA,.,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypoplac1,Hypoxylon placentiforme YMJ 16,NA,.,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypoplac2,Hypoxylon placentiforme YMJ 51,NA,.,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyporubi1,Hypoxylon rubiginosum YMJ 5,NA,.,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyporubi2,Hypoxylon rubiginosum YMJ 66,NA,.,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyporubi3,Hypoxylon rubiginosum YMJ 4,NA,.,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyporuti,Hypoxylon rutilum,NA,.,1,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemamari2,Nemania maritima JF04055,NA,.,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemasp,Nemania sp.,NA,.,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seynerum,Seynesia erumpens,NA,.,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theicine2, Durotheca comedens BCC28080,NA,.,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theicine3,Durotheca comedens BCC25155,NA,.,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theicine4,Durotheca comedens BCC25152,NA,.,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theisp1,Durotheca depressa BCC23016,NA,.,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theisp2,Durotheca depressa BCC28079,NA,.,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theisp3,Durotheca depressa  BCC28073,NA,.,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whalmicro,Whalleya microplaca ,NA,.,1,NA,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Xylacube1,Xylaria cubensis 159 ,NA,.,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xylacube2,Xylaria cubensis 477,NA,.,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Xylasicu2,Xylaria sicula f major,NA,.,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Diatdisc,Diatrype discformis,,.,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eutylata,Eutypa lata,,.,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0128,AK0128,3,.,36,23,36,6,0,1,0,15,0,1,0,0,6,18,5,2,0,0,8,1,17,0,11,5,2,0,6,0,0,2,0,0,0,0,0,1,0,0,0,0
AK0222,AK0222,7,.,29,0,29,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,7,0,16,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0226,AK0226,9,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK0995,AK0995,4,.,90,1,90,0,0,0,0,0,0,0,0,1,20,0,2,0,0,0,21,0,47,0,37,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AK1016,AK1016,2,.,86,0,86,0,0,0,0,0,0,0,0,0,10,0,3,0,2,0,18,0,53,0,25,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
AK1116,AK1116,11,.,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK1383,AK1383,13,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK1471,AK1471,14,.,7,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AK1595,AK1595,15,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ0048,AZ0048,17,.,128,33,128,25,0,6,0,1,0,0,0,0,0,1,9,27,1,0,9,2,109,1,10,24,5,0,4,0,0,6,0,1,0,0,0,0,0,0,0,0
AZ0398,AZ0398,12,.,74,16,74,10,0,0,0,5,0,0,0,0,2,5,4,8,0,1,6,2,62,0,6,10,2,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0
AZ0448,AZ0448,21,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ0526,AZ0526,6,.,111,0,111,0,0,0,0,0,0,0,0,0,38,0,9,0,0,0,16,0,48,0,38,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ0703,AZ0703,20,.,10,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ1047,AZ1047,23,.,2,4,2,0,0,0,0,1,0,0,0,3,0,0,1,4,1,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0016,FL0016,24,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0031,FL0031,28,.,36,4,36,0,0,4,0,0,0,0,0,0,0,2,6,0,1,0,0,0,29,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0043,FL0043,29,.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0224,FL0224,35,.,29,0,29,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,4,0,21,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0255,FL0255,26,.,67,0,67,0,0,0,0,0,0,0,0,0,11,0,8,0,1,0,11,0,36,0,19,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0359,FL0359,32,.,38,0,38,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,28,0,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0455,FL0455,44,.,19,2,19,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0470,FL0470,48,.,4,69,4,0,0,32,0,1,0,26,0,1,0,36,0,0,0,1,0,0,4,0,0,20,0,0,0,0,0,2,0,2,0,5,0,1,0,1,0,0
FL0490,FL0490,49,.,1,3,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FL0491,FL0491,50,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0542,FL0542,52,.,1,33,1,0,0,11,0,0,0,15,0,0,0,11,0,0,0,2,0,0,1,0,0,9,0,0,0,0,0,7,0,1,0,0,0,4,0,0,0,0
FL0594,FL0594,54,.,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0602,FL0602,55,.,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0609,FL0609,57,.,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0638,FL0638,58,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0641,FL0641,60,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0660,FL0660,62,.,9,0,9,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,2,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0662,FL0662,63,.,1,3,1,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FL0804,FL0804,59,.,5,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0821,FL0821,67,.,4,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0890,FL0890,25,.,98,0,98,0,0,0,0,0,0,0,0,0,12,0,18,0,1,0,2,0,65,0,15,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0915,FL0915,71,.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0916,FL0916,72,.,1,2,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FL0933,FL0933,40,.,15,7,15,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,13,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FL0961,FL0961,36,.,61,0,61,0,0,0,0,0,0,0,0,0,6,0,4,0,1,0,4,0,46,0,7,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
FL0980,FL0980,73,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1015,FL1015,41,.,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1019,FL1019,34,.,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1025,FL1025,45,.,19,2,19,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,15,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1030,FL1030,66,.,6,33,6,0,0,12,0,2,0,10,0,1,0,21,1,3,0,0,0,0,5,0,0,9,0,0,1,0,0,4,0,2,0,1,0,0,0,0,0,0
FL1042,FL1042,74,.,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1043,FL1043,27,.,39,0,39,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,26,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1105,FL1105,42,.,17,35,17,0,0,25,0,1,0,3,0,0,3,31,0,1,0,1,1,0,13,0,1,22,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
FL1152,FL1152,39,.,15,17,15,0,0,14,0,0,0,0,0,2,2,17,3,0,0,0,0,0,10,0,1,7,2,0,2,0,0,1,0,0,0,6,0,0,0,0,0,0
FL1170,FL1170,76,.,1,3,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1179,FL1179,75,.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1238,FL1238,65,.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1254,FL1254,37,.,63,3,63,2,0,1,0,0,0,0,0,0,7,1,6,1,1,0,3,0,46,0,7,1,4,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0
FL1255,FL1255,34,.,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1272,FL1272,51,.,10,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,6,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1289,FL1289,77,.,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1352,FL1352,31,.,71,0,71,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,55,0,5,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1377,FL1377,47,.,26,0,26,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,4,0,17,0,4,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1408,FL1408,53,.,6,49,6,1,0,13,0,0,0,16,0,3,0,24,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0
FL1419,FL1419,78,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1651,FL1651,79,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1777,FL1777,81,.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FL1857,FL1857,83,.,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL2044,FL2044,43,.,24,0,24,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,17,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC0429,NC0429,22,.,102,1,102,0,0,0,0,1,0,0,0,0,4,1,4,0,1,0,26,0,67,0,27,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
NC0528,NC0528,84,.,3,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC0597,NC0597,56,.,40,1,40,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4,0,33,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NC0608,NC0608,86,.,44,24,44,5,0,2,0,8,0,9,0,0,11,15,3,5,0,0,3,3,27,0,6,14,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
NC0708,NC0708,88,.,1,4,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NC0962,NC0962,89,.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC0985,NC0985,68,.,31,2,31,0,0,0,0,0,0,1,0,0,3,1,3,0,0,0,6,0,19,0,6,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
NC1011,NC1011,18,.,193,24,193,0,0,16,0,0,0,4,0,0,7,21,22,1,0,0,10,0,154,2,30,17,4,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0
NC1073,NC1073,70,.,9,2,9,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,2,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC1218,NC1218,90,.,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC1498,NC1498,30,.,12,0,12,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,7,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NC1612,NC1612,93,.,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC1622,NC1622,91,.,3,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC1633,NC1633,94,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC1654,NC1654,95,.,1,8,1,0,0,3,0,0,0,4,0,0,0,7,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
